RNODE_35_length_2870_cov_3.96032.fasta	32644	32644	unknown
RNODE_363_length_5653_cov_18.32623.fasta	45202	45202	plasmid
RNODE_365_length_1432_cov_3.86525.fasta	32644	32644	unknown
RNODE_369_length_4633_cov_7.61375.fasta	1214906	1214906	virus
RNODE_370_length_1832_cov_7.75801.fasta	32644	32644	unknown
RNODE_371_length_3091_cov_4.47833.fasta	45202	45202	plasmid
RNODE_373_length_1497_cov_5.24000.fasta	32644	32644	unknown
RNODE_375_length_2518_cov_4.10497.fasta	45202	45202	plasmid
RNODE_376_length_2653_cov_7.05093.fasta	32644	32644	unknown
RNODE_377_length_2313_cov_34.45308.fasta	32644	32644	unknown
RNODE_378_length_1492_cov_8.56599.fasta	45202	45202	plasmid
RNODE_379_length_1435_cov_1.62350.fasta	45202	45202	plasmid
RNODE_37_length_1566_cov_13.53497.fasta	45202	45202	plasmid
RNODE_380_length_3873_cov_34.07037.fasta	45202	45202	plasmid
RNODE_382_length_1274_cov_6.08626.fasta	32644	32644	unknown
RNODE_384_length_4213_cov_12.53305.fasta	32644	32644	unknown
RNODE_385_length_2039_cov_10.22707.fasta	32644	32644	unknown
RNODE_387_length_2321_cov_4.37973.fasta	45202	45202	plasmid
RNODE_388_length_2936_cov_27.70796.fasta	45202	45202	plasmid
RNODE_389_length_1545_cov_18.59160.fasta	45202	45202	plasmid
RNODE_391_length_2002_cov_3.45556.fasta	32644	32644	unknown
RNODE_395_length_1428_cov_3.92319.fasta	32644	32644	unknown
RNODE_397_length_1629_cov_18.92533.fasta	32644	32644	unknown
RNODE_398_length_3296_cov_5.67929.fasta	45202	45202	plasmid
RNODE_399_length_2276_cov_6.18101.fasta	32644	32644	unknown
RNODE_39_length_2309_cov_8.39790.fasta	32644	32644	unknown
RNODE_3_length_2132_cov_9.73460.fasta	32644	32644	unknown
RNODE_401_length_5038_cov_52.89115.fasta	45202	45202	plasmid
RNODE_402_length_1846_cov_2.27906.fasta	32644	32644	unknown
RNODE_403_length_4059_cov_880.62621.fasta	45202	45202	plasmid
RNODE_405_length_1632_cov_8.96149.fasta	45202	45202	plasmid
RNODE_406_length_2395_cov_90.64012.fasta	45202	45202	plasmid
RNODE_409_length_1368_cov_5.05646.fasta	32644	32644	unknown
RNODE_410_length_2558_cov_5.74172.fasta	32644	32644	unknown
RNODE_412_length_3243_cov_51.13691.fasta	45202	45202	plasmid
RNODE_413_length_3069_cov_3.80768.fasta	45202	45202	plasmid
RNODE_414_length_1523_cov_18.59893.fasta	32644	32644	unknown
RNODE_416_length_1581_cov_3.82938.fasta	32644	32644	unknown
RNODE_419_length_1879_cov_8.64082.fasta	45202	45202	plasmid
RNODE_41_length_1982_cov_209.61480.fasta	45202	45202	plasmid
RNODE_421_length_4705_cov_4.03310.fasta	1214906	1214906	virus
RNODE_422_length_2556_cov_6.56672.fasta	32644	32644	unknown
RNODE_424_length_1604_cov_9.07185.fasta	45202	45202	plasmid
RNODE_425_length_1554_cov_17.16795.fasta	32644	32644	unknown
RNODE_426_length_2252_cov_11.50083.fasta	45202	45202	plasmid
RNODE_427_length_9830_cov_4.30470.fasta	32644	32644	unknown
RNODE_42_length_6009_cov_12.62369.fasta	45202	45202	plasmid
RNODE_430_length_8758_cov_13.30595.fasta	32644	32644	unknown
RNODE_433_length_2054_cov_26.46352.fasta	45202	45202	plasmid
RNODE_437_length_3085_cov_98.66641.fasta	32644	32644	unknown
RNODE_438_length_14517_cov_4.70775.fasta	45202	45202	plasmid
RNODE_43_length_1562_cov_5.51818.fasta	32644	32644	unknown
RNODE_441_length_2686_cov_18.21714.fasta	32644	32644	unknown
RNODE_445_length_2035_cov_5.02735.fasta	32644	32644	unknown
RNODE_446_length_1542_cov_16.88168.fasta	45202	45202	plasmid
RNODE_447_length_1716_cov_15.11213.fasta	45202	45202	plasmid
RNODE_448_length_1719_cov_7.88578.fasta	45202	45202	plasmid
RNODE_449_length_3981_cov_10.04107.fasta	45202	45202	plasmid
RNODE_44_length_6101_cov_2.97384.fasta	45202	45202	plasmid
RNODE_450_length_11970_cov_105.70786.fasta	32644	32644	unknown
RNODE_452_length_1435_cov_89.39445.fasta	32644	32644	unknown
RNODE_453_length_1486_cov_93.02213.fasta	32644	32644	unknown
RNODE_454_length_3059_cov_7.56632.fasta	32644	32644	unknown
RNODE_457_length_1464_cov_36.37055.fasta	32644	32644	unknown
RNODE_458_length_1682_cov_17.95957.fasta	45202	45202	plasmid
RNODE_45_length_2213_cov_3.74441.fasta	32644	32644	unknown
RNODE_460_length_2629_cov_18.40010.fasta	45202	45202	plasmid
RNODE_461_length_26656_cov_11.43708.fasta	32644	32644	unknown
RNODE_463_length_2242_cov_48.39465.fasta	45202	45202	plasmid
RNODE_465_length_2281_cov_5.29996.fasta	32644	32644	unknown
RNODE_466_length_2414_cov_22.47806.fasta	45202	45202	plasmid
RNODE_467_length_4285_cov_163.04211.fasta	45202	45202	plasmid
RNODE_469_length_3055_cov_6.28858.fasta	45202	45202	plasmid
RNODE_46_length_1611_cov_3.70422.fasta	32644	32644	unknown
RNODE_471_length_2314_cov_27.32580.fasta	45202	45202	plasmid
RNODE_472_length_3177_cov_4.87929.fasta	45202	45202	plasmid
RNODE_473_length_2154_cov_104.90849.fasta	32644	32644	unknown
RNODE_475_length_9205_cov_9.11194.fasta	45202	45202	plasmid
RNODE_477_length_5419_cov_20.61131.fasta	45202	45202	plasmid
RNODE_478_length_1307_cov_169.80266.fasta	32644	32644	unknown
RNODE_47_length_2124_cov_4.45100.fasta	32644	32644	unknown
RNODE_480_length_1461_cov_9.87912.fasta	45202	45202	plasmid
RNODE_482_length_12608_cov_5.40546.fasta	45202	45202	plasmid
RNODE_483_length_2623_cov_9.08778.fasta	32644	32644	unknown
RNODE_484_length_2351_cov_3.78450.fasta	32644	32644	unknown
RNODE_486_length_2116_cov_5.68150.fasta	45202	45202	plasmid
RNODE_488_length_20029_cov_34.82594.fasta	32644	32644	unknown
RNODE_489_length_2151_cov_58.40979.fasta	45202	45202	plasmid
RNODE_490_length_2089_cov_29.26998.fasta	45202	45202	plasmid
RNODE_492_length_1548_cov_6.84136.fasta	45202	45202	plasmid
RNODE_494_length_2579_cov_7.85352.fasta	45202	45202	plasmid
RNODE_495_length_2750_cov_9.86766.fasta	32644	32644	unknown
RNODE_499_length_5376_cov_7.50141.fasta	45202	45202	plasmid
RNODE_49_length_2149_cov_5.34556.fasta	32644	32644	unknown
RNODE_4_length_1367_cov_2.97100.fasta	32644	32644	unknown
RNODE_500_length_1680_cov_27.45896.fasta	45202	45202	plasmid
RNODE_501_length_1656_cov_38.89942.fasta	32644	32644	unknown
RNODE_502_length_2205_cov_11.49694.fasta	45202	45202	plasmid
RNODE_503_length_17293_cov_6.40561.fasta	32644	32644	unknown
RNODE_504_length_4144_cov_7.77525.fasta	45202	45202	plasmid
RNODE_505_length_8295_cov_9.15006.fasta	45202	45202	plasmid
RNODE_506_length_4092_cov_6.23826.fasta	32644	32644	unknown
RNODE_507_length_1987_cov_46.05898.fasta	45202	45202	plasmid
RNODE_508_length_1879_cov_11.34540.fasta	45202	45202	plasmid
RNODE_510_length_1545_cov_4.91248.fasta	32644	32644	unknown
RNODE_511_length_2859_cov_7.60477.fasta	45202	45202	plasmid
RNODE_514_length_7618_cov_5.62957.fasta	45202	45202	plasmid
RNODE_516_length_4468_cov_33.78336.fasta	45202	45202	plasmid
RNODE_517_length_2527_cov_12.78156.fasta	32644	32644	unknown
RNODE_519_length_4527_cov_27.40475.fasta	45202	45202	plasmid
RNODE_51_length_2136_cov_5.31315.fasta	45202	45202	plasmid
RNODE_520_length_3075_cov_27.97119.fasta	45202	45202	plasmid
RNODE_525_length_3666_cov_9.03954.fasta	32644	32644	unknown
RNODE_526_length_2764_cov_10.07362.fasta	32644	32644	unknown
RNODE_529_length_1514_cov_4.48325.fasta	45202	45202	plasmid
RNODE_52_length_1655_cov_3.75934.fasta	32644	32644	unknown
RNODE_533_length_2589_cov_10.83519.fasta	45202	45202	plasmid
RNODE_535_length_1698_cov_14.80778.fasta	45202	45202	plasmid
RNODE_536_length_2671_cov_5.65343.fasta	45202	45202	plasmid
RNODE_538_length_1336_cov_10.45341.fasta	32644	32644	unknown
RNODE_53_length_5801_cov_10.05503.fasta	32644	32644	unknown
RNODE_541_length_5933_cov_6.74656.fasta	45202	45202	plasmid
RNODE_542_length_2159_cov_35.95760.fasta	32644	32644	unknown
RNODE_543_length_8600_cov_5.33630.fasta	45202	45202	plasmid
RNODE_545_length_2037_cov_103.39869.fasta	32644	32644	unknown
RNODE_546_length_1712_cov_11.02048.fasta	45202	45202	plasmid
RNODE_547_length_3725_cov_47.04079.fasta	45202	45202	plasmid
RNODE_548_length_4577_cov_9.61395.fasta	32644	32644	unknown
RNODE_549_length_12275_cov_6.55509.fasta	32644	32644	unknown
RNODE_550_length_2556_cov_54.05540.fasta	45202	45202	plasmid
RNODE_552_length_2139_cov_25.28849.fasta	45202	45202	plasmid
RNODE_553_length_2015_cov_11.90704.fasta	45202	45202	plasmid
RNODE_554_length_6559_cov_5.96604.fasta	32644	32644	unknown
RNODE_555_length_2155_cov_6.40249.fasta	32644	32644	unknown
RNODE_556_length_34387_cov_8.27811.fasta	45202	45202	plasmid
RNODE_558_length_8065_cov_7.29220.fasta	45202	45202	plasmid
RNODE_561_length_1583_cov_3.83769.fasta	32644	32644	unknown
RNODE_566_length_1455_cov_10.94416.fasta	32644	32644	unknown
RNODE_567_length_2043_cov_21.53474.fasta	32644	32644	unknown
RNODE_568_length_4215_cov_4.24868.fasta	45202	45202	plasmid
RNODE_569_length_1759_cov_4.34949.fasta	32644	32644	unknown
RNODE_570_length_2044_cov_6.96707.fasta	32644	32644	unknown
RNODE_571_length_1509_cov_5.57472.fasta	45202	45202	plasmid
RNODE_572_length_1964_cov_10.71878.fasta	45202	45202	plasmid
RNODE_573_length_3100_cov_6.78384.fasta	45202	45202	plasmid
RNODE_574_length_2604_cov_12.49740.fasta	45202	45202	plasmid
RNODE_575_length_2552_cov_5.49684.fasta	32644	32644	unknown
RNODE_577_length_7056_cov_38.11425.fasta	45202	45202	plasmid
RNODE_578_length_7436_cov_10.94682.fasta	45202	45202	plasmid
RNODE_579_length_8791_cov_4.68076.fasta	45202	45202	plasmid
RNODE_57_length_1642_cov_4.22716.fasta	32644	32644	unknown
RNODE_580_length_4156_cov_8.38751.fasta	45202	45202	plasmid
RNODE_581_length_1595_cov_4.44509.fasta	45202	45202	plasmid
RNODE_582_length_6266_cov_6.90437.fasta	32644	32644	unknown
RNODE_586_length_6115_cov_7.69537.fasta	45202	45202	plasmid
RNODE_588_length_1894_cov_3.77861.fasta	32644	32644	unknown
RNODE_589_length_1668_cov_40.93320.fasta	32644	32644	unknown
RNODE_58_length_3492_cov_8.06052.fasta	45202	45202	plasmid
RNODE_590_length_2199_cov_166.16738.fasta	45202	45202	plasmid
RNODE_591_length_3620_cov_70.16410.fasta	32644	32644	unknown
RNODE_592_length_3754_cov_6.59927.fasta	45202	45202	plasmid
RNODE_593_length_8426_cov_4.28144.fasta	45202	45202	plasmid
RNODE_594_length_1666_cov_5.29552.fasta	32644	32644	unknown
RNODE_595_length_1522_cov_10.57355.fasta	32644	32644	unknown
RNODE_596_length_1535_cov_4.05353.fasta	32644	32644	unknown
RNODE_597_length_13838_cov_20.78765.fasta	32644	32644	unknown
RNODE_598_length_2095_cov_11.12130.fasta	45202	45202	plasmid
RNODE_599_length_1516_cov_6.51991.fasta	32644	32644	unknown
RNODE_59_length_7149_cov_6.99495.fasta	45202	45202	plasmid
RNODE_61_length_7669_cov_5.82281.fasta	32644	32644	unknown
RNODE_63_length_9116_cov_7.17902.fasta	32644	32644	unknown
RNODE_64_length_2498_cov_2.19628.fasta	45202	45202	plasmid
RNODE_66_length_2707_cov_5.26741.fasta	32644	32644	unknown
RNODE_69_length_2867_cov_5.28717.fasta	45202	45202	plasmid
RNODE_6_length_1955_cov_9.45784.fasta	45202	45202	plasmid
RNODE_70_length_1980_cov_24.25332.fasta	32644	32644	unknown
RNODE_71_length_2272_cov_3.05244.fasta	32644	32644	unknown
RNODE_72_length_2497_cov_7.54950.fasta	32644	32644	unknown
RNODE_75_length_1697_cov_2.91164.fasta	32644	32644	unknown
RNODE_76_length_3393_cov_4.30851.fasta	32644	32644	unknown
RNODE_77_length_2624_cov_7.14989.fasta	32644	32644	unknown
RNODE_79_length_2421_cov_3.19008.fasta	45202	45202	plasmid
RNODE_7_length_4555_cov_11.97220.fasta	45202	45202	plasmid
RNODE_80_length_5133_cov_7.08687.fasta	45202	45202	plasmid
RNODE_81_length_1318_cov_3.55864.fasta	32644	32644	unknown
RNODE_82_length_2481_cov_3.36397.fasta	45202	45202	plasmid
RNODE_83_length_6134_cov_3.71057.fasta	32644	32644	unknown
RNODE_84_length_1477_cov_11.65155.fasta	32644	32644	unknown
RNODE_85_length_1577_cov_8.00900.fasta	45202	45202	plasmid
RNODE_86_length_2125_cov_11.11507.fasta	32644	32644	unknown
RNODE_87_length_5673_cov_23.00212.fasta	45202	45202	plasmid
RNODE_88_length_5256_cov_29.93752.fasta	32644	32644	unknown
RNODE_8_length_2730_cov_5.02585.fasta	45202	45202	plasmid
RNODE_92_length_2810_cov_4.09613.fasta	45202	45202	plasmid
RNODE_95_length_4335_cov_11.95711.fasta	45202	45202	plasmid
RNODE_96_length_2623_cov_16.26144.fasta	32644	32644	unknown
RNODE_97_length_2902_cov_3.95799.fasta	45202	45202	plasmid
RNODE_99_length_1369_cov_5.25687.fasta	32644	32644	unknown
RNODE_9_length_1992_cov_4.69492.fasta	32644	32644	unknown
